"Participant ID","Event Name","The interpreter's role is to facilitate communication between the parties to a conversation","The interpreter is responsible for determining whether a consumer understands what the provider says","The interpreter must consider grammar, syntax and register when interpreting","If a provider asks the interpreter to simply summarize what is said, s/he should comply","If a consumer or provider asks the interpreter to leave something out, s/he should comply","The preferred method for interpreting for healthcare and human services is 'simultaneous interpretation'","'Interpretation' and 'translation' are interchangeable terms that involve the same skills","The interpreter must always remain neutral, i.e. not act as an advocate, during the interpretation","The interpreter can use body language and positioning to support maintaining neutrality","The interpreter should refrain from casual conversation/emotional engagement with the consumer","It is never appropriate for an interpreter to interrupt the interpretation","If the interpreter is unsure of the meaning of a word/phrase, s/he should guess and keep it moving","The interpreter may use electronic or hard copy dictionaries as much as needed during the interpretation","The interpreter should request information about the nature of the consumer's appointment beforehand","It is never appropriate for the interpreter to inquire about cultural beliefs during the interpretation","The most important relationship (affect) in an interpretation is between consumer and provider","Using a trained interpreter can both improve medical outcomes and increase provider's empathy","Promoting authentic communication, by the act of interpreting, may increase the interpreter's empathy","Interpreters need to maintain professional boundaries and practice self-care to avoid burn-out","The 'interpreter's code of ethics' includes accuracy, completeness, confidentiality and impartiality ",Complete?,"I have had formal training interpreting prior to this training","I have interpreted for family/friends","If yes, how frequently?","I have interpreted as a volunteer for community/healthcare organizations","If yes, how frequently?","English is my first language","The language(s) other than English in which I am fluent is (are)","I learned to speak it (them) (choice=school)","I learned to speak it (them) (choice=at home)","I learned to speak it (them) (choice=from my parents)","I learned to speak it (them) (choice=other)","please specify","at what age?","I read and write the following language(s) other than English at a 9th grade or higher level","I have lived/worked/studied in a country other than the US","If yes, what country(ies)",Complete?,"The presentation held my interest","The content, style and pace of this presentation was appropriate","There was ample time to practice new skills","Example handouts, and case studies were relevant and easy to understand","This training increased my understanding of the interpreter's role on the healthcare team","My ability to facilitate communication between providers and consumers is greater as a result of this training","My confidence in facilitating communication between providers and consumers is greater as a results of this training","I still have questions about (please list)","I would like more information about (please list)","Additional comments",Complete?,"State at least 4 things you can do to 'set the stage' for interpreting to begin","What 2 actions must you take when the consumer asks you to not tell the provider something","Name 3 techniques you can use when you have a general idea of the meaning of something that has been said to you, but you are not completely sure","What do you do when you do not like the consumer or the provider?","List 4 ways you can manage the flow of communication during the interpretation","What 2 steps should you take when the consumer and provider are misscommunicating or don't understand each other","Describe the role of an interpreter. What does he/she do?","Give 3 situations in which you should interrupt the interpretation and provide your own suggestions. How often should you interrupt?","Name at least 4 of the skills that a person needs to be able to work as an interpreter","State 4 reasons why a code of ethics for interpreters is necessary","Which relationship in the interpreted interview is the MOST important","During an interpretation session, you should stand (or sit)","Which type of interpretation is recommended for healthcare and human services","Other things being equal, the best interpreter is most likely to be","During the medical interview, an interpreter should be expected to","A well-trained and competent interpreter","If a consumer doesn't understand what is said to him/her","Which one of these statements is true?","Knowledge of technical vocabulary in both working languages us the single most important element for interpreters","Interpreters are instruments of communication, but not participants in the task to be done by the worker (doctor, nurse, social worker, etc.)","Interpreters should give word-for-word renditions of what is said to ensure accuracy and completeness","Interpreters should intervene as little as possible in the exchange between the consumer and the provider","Most individuals who speak two languages have the skills to be good interpreters","Developing endurance enhances an interpreter's performance","Use of hand gestures can improve the flow of interpretation",Complete?,"My 'other' language is","This was my first experience in interpreting","I had interpreter training prior to this class/practicum","I had opportunities to practice after the training with fellow students","I had opportunities to practice after the training with my professor","other (whom?)",,"I had opportunities to interpret in the clinical setting","I estimate that between the class and testing, I practiced","How much?","In addition the practicing interpretation, I also (choice=Worked on medical terms in my other language)","In addition the practicing interpretation, I also (choice=Worked on my general vocabulary in my other language)","In addition the practicing interpretation, I also (choice=Engaged in other skill building activities)",what?,"The most valuable part of this training has been","I would add the following to the training","confident about interpreting","empathy for LEP patients","empathy for English-only providers","Inclined to advocate for patients","Inclined to work for system change","I would recommend this experience to fellow students","I would be willing to participate as a coach in future trainings",Complete?
8,"Documents post training","Strongly Agree",Agree,"Don't Know",Disagree,Disagree,Agree,Disagree,"Strongly Agree",Agree,Agree,Disagree,Disagree,Agree,"Don't Know","Don't Know","Strongly Agree",Agree,Agree,Agree,"Strongly Agree",Complete,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,Complete,"introduction  explain your role  explain the rules  communicate with both parties","repeat the rules  decline the request","hand gestures  paraphrasing  electronic dictionary","be professional and respectful","interpret if needed to ensure accuracy and completeness  interpret all details  clarify rules if necessary  direct conversation for only between patient and provider","clarify  repeat and explain","facilitate the communication between two parties","when too much information is being given at once  politely give hand gesture to time out or stop","neutral  respectful  professional  knowledgable","establish trust  show professionalism  important part of decision making process  patient's lives are involved","the consumer and the provider","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","all these statements are true",Agree,"Strongly agree","Strongly agree",Agree,Agree,Agree,"Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
8,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinese,No,No,Yes,No,No,,Yes,"5-10 hours total",,Checked,Checked,Unchecked,,"understanding what medical interpretation is as a profession","more practice (especially challenging cases)",more,more,more,more,more,Yes,Yes,Complete
9,"Documents pre training","Strongly Agree",Agree,"Strongly Agree",Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,"Strongly Disagree",Agree,Agree,Disagree,Agree,"Strongly Agree","Strongly Agree",Agree,"Strongly Agree",Complete,No,Yes,"not too frequent (4x/month)",No,,No,spanish,Checked,Unchecked,Checked,Checked,"home country",3,Spanish,Yes,"Canada, Cuba",Complete,,,,,,,,,,,,"Introductions  Explain your role  Assure they can ask any questions  ensure they feel comfortable","probe why  Then reassure consumer that you will not","Use tools to translate/ look up words  Clarify with provider","Ensure you maintain a certain level of professionalism, if you cannot, then let them know you do not wish to partake anymore","Ask questions to clarify  Allow the patient/provider space to be able to interact  Ask questions to ensure understanding for both parties","Ask questions from both parties  Clarify things they don't understand","Facilitates the communication between the consumer provider by keeping in mind cultural and language barriers. He/she must be able to understand the level of knowledge at which the consumer is at in order to better facilitate","Miscommunications, if you as an interpreter don't understand  Politely and respectful","Empathy  Language skills  Bedside manners  Resourceful","Safety  Legal  Medical integrity","they are all equally important","midway between them",escort,"a member of the department staff who speaks the consumer's language","advocate for neither","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","interpretation involves deciding which language issues, cultural beliefs and consumer needs are important for the consumer and explaining them to the provider",Disagree,Agree,Disagree,Disagree,"Strongly disagree",Agree,"Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
9,"Documents post training","Strongly Agree","Strongly Agree","Strongly Agree",Disagree,"Strongly Disagree",Disagree,Disagree,"Strongly Agree","Strongly Agree",Agree,Disagree,"Strongly Disagree",Agree,"Don't Know",Disagree,"Strongly Agree","Strongly Agree","Strongly Agree",Agree,"Strongly Agree",Complete,,,,,,,,,,,,,,,,,,"Strongly Agree",Agree,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","how to deal with interpretation when the consumer is an acquiantance","possible places to interpret",,Complete," introduction  State process of interpretation  They my rules of confidentiality  ","Remind consumer that everything said will be translated  Say it","Inquire about cultural significance  Let provider/consumer know of misunderstanding  Ask consumer to explain","Remain neutral in the interpretation","Interfere when needed  Resolve issues of misunderstanding  Maintain understanding  Be aware of cultural barriers","Interfere  Asked consumer/provider to explain themselves thoroughly","Provide complete and accurate interpretation while maintaining flow of communication","Consumer/provider do not understand  Consumer talks too much irrelevant information  When needed","Impartiality  Confidentiality  Empathy  Neutrality","Maintain information confidential  Maintain neutrality  Provide complete/accurate interpretation  manage communication","they are all equally important","out of sight of them",escort,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the interpreter is primarily responsible for determining understanding","all these statements are true",Disagree,"Strongly agree","Strongly agree",Agree,Disagree,"Strongly agree",Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
9,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindi,Yes,No,Yes,Yes,No,,Yes,"5-10 hours total",,Checked,Checked,Checked,,,,same,more,more,same,more,Yes,No,Complete
10,"Documents pre training","Strongly Agree","Strongly Agree",Agree,"Don't Know","Don't Know","Don't Know",Disagree,"Strongly Agree",Agree,"Don't Know",Agree,Disagree,Disagree,Agree,"Don't Know",Agree,"Strongly Agree",Agree,Agree,"Strongly Agree",Complete,No,Yes,"somewhat frequently",No,,No,spanish,Checked,Checked,Unchecked,Unchecked,,1,spanish,Yes,Colombia,Complete,,,,,,,,,,,,"Is sure that you understand that information being interpreted from issued by both parties understand the interpreting process, be familiar with the technical language, and ask consumer for basic expectations","Respect their decision, ask why","Asked for clarification, context clues, ask for an example","Put your feelings aside","Ask this information is being understood, clarify anything misunderstood, and body language, and interpret level of understanding","Ask what is not being understood, find a different way of interpreting","Facilitate understanding/communication between two people","When information is unclear, when it is too much information, when the consumer does not understand  Only when necessary","Clarity, concision, ability to facilitate understanding, identify gaps in communication","Neutrality, efficacy of translation, improve understanding reaching parties, improve outcomes","they are all equally important","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the interpreter must make an attempt to explain on his/her own","interpretation involves deciding which language issues, cultural beliefs and consumer needs are important for the consumer and explaining them to the provider",Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
10,"Documents post training","Strongly Agree",Agree,Agree,Disagree,"Strongly Disagree",Agree,Disagree,Disagree,Agree,Agree,"Strongly Disagree",Disagree,Agree,Disagree,"Strongly Disagree",Agree,Agree,Agree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Agree",Agree,"Strongly Agree","Strongly Agree",Agree,Agree,,,,Complete," introduce yourself  Explain your role the patient  Explain your role the doctor  Seat in between","Explain that you must translate everything and translate it","Repeat  Ask for clarification  Ask patient/doctor to say it again","Provide interpretation anyway","Ask them to stop  Ask them the repeat  Ask them to slow down  Ask them to speak directly to each other","pause  Asked for clarification/repeat in another way","Facilitate communication between patient and doctor","Culture incompetency  Patient doesn't understand  Doctor doesn't understand  As often as needed","Language  Cultural competency  Initiated (to stop/pause)  Medical competency","hold interpreters to a standard  Protect the patient  So there is a standardization of expectations  So all parties know the role of the interpreter","the consumer and the provider","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for both","should be ready to go when the interview starts without needing any background","the provider must reword the statement(s)","all these statements are true",Disagree,"Strongly agree",Disagree,Agree,Disagree,"Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
10,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindi,Yes,Yes,Yes,No,Yes,family,No,Other,40/week,Checked,Checked,Checked,"google translate","class/skills training with Dr. Silveyra",none,more,more,more,more,more,Yes,Yes,Complete
11,"Documents pre training",Agree,Agree,Agree,Disagree,"Strongly Disagree","Don't Know","Don't Know",Agree,Agree,"Don't Know",Disagree,Disagree,"Don't Know","Don't Know",Disagree,Agree,Agree,Agree,Agree,Agree,Complete,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,
11,"Documents post training",Agree,Agree,Agree,Disagree,"Strongly Disagree",Agree,Disagree,"Strongly Agree",Agree,Agree,Disagree,"Strongly Disagree",Disagree,Disagree,Disagree,Agree,"Strongly Agree",Agree,"Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,Agree,Agree,"Strongly Agree","Strongly Agree","Strongly Agree",Agree,Agree,n/a,n/a,n/a,Complete,"State your identity as interpreter  Explain role  as interpreter to both parties  Explained that interpretation is complete/thorough no info is left out  State that information is confidential","Say what they tell you completely and remind them you are to interpret everything they say","Ask if you understand correctly  Ask for clarification  Ask for example","Remain neutral if the situation allows for it and Does not escalate","Cultural awareness/sensitivity  Ask for clarification if profound miscommunication is noted  Ensure that unintentional offenses do not occur  Ask for clarification","Interrupt the interpretation  ask what is unclear","An interpreter facilitates communication between parties who cannot communicate directly, by interpreting their ideas for the other party","If there is a profound misunderstanding, if cultural barriers exist, If one is offended or can be  Only if and when needed","Technical knowledge  Cultural understanding  Impartiality  Knowledge of language","To be efficient, to maintain in impartiality, to maintain discretion, and maintain code of professionalism","the interpreter and the provider","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the provider must reword the statement(s)","all these statements are true",Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
11,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spanish,No,No,Yes,Yes,No,,No,Other,2hs,Checked,Checked,Unchecked,,"the structure it provides to identify areas of vocabulary that are weak","a second, scheduled day for practice early",more,more,more,more,more,Yes,Yes,Complete
12,"Documents pre training",Agree,Agree,Agree,Agree,Agree,"Don't Know",Disagree,Agree,Agree,Agree,"Don't Know",Disagree,Agree,Agree,"Don't Know",Disagree,"Strongly Agree",Agree,Agree,Agree,Complete,No,Yes,,Yes,,No,spanish,Unchecked,Unchecked,Checked,Unchecked,,"native language",spanish,Yes,"Cuba, Nicaragua",Complete,,,,,,,,,,,,"Introduce myself  Set the setting  Explain my role  Explained that the patient the physician will use any interpreting skills for communication","Ask the consumer why  Probably inform the provider in private","Use other words to explain  Use examples  ask to be given the idea in a different form  ","I will ask professionally and move past the emotions","Speak slowly and clearly  Make pauses  Ask if I am understood  Ask if idea was understood","Make sure that I understand the problem  Approach the problem with the smaller steps for better comprehension","Effectively and accurately translate statements","Excuse me?  Wait until the provider/consumer finishes speaking and then speak","Understand the language  Read and write the language  Be familiar with the culture of the language","The interpreter is the represent for or someone  It is vital that accuracy maintained  The interpreter will work in a professional setting","they are all equally important","midway between them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the provider must reword the statement(s)","all these statements are true",Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
12,"Documents post training","Strongly Agree",Agree,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree",Disagree,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",Disagree,"Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,Agree,Agree,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",,,,Complete,"Say name  Position self  Explain role  Ask patient/provider to speak to each other","Explain that you can't withhold information and tell provider","Talk around it, look it up, ask for clarification","Interpret anyway/remain neutral","Ask for pauses, set stage, clarify things, do not add things","time out, cultural brokering","Window to improve communication, make talking easier","Escalation, too much at a time, When patient/provider does not respect rules  only when necessary, as little as you can","Language, Cultural brokering, knowledge of dual role, empathic communication","To maintain neutrality, Ensure quality service, avoid personal involvement, keep patient and provider trust","the consumer and the provider","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","translation is changing written communication from one language to another language","Strongly disagree","Strongly agree",Disagree,"Strongly agree",Disagree,"Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
12,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnamese,No,Yes,Yes,No,No,,Yes,"5-10 hours total",,Unchecked,Unchecked,Unchecked,,"role playing",none,more,more,more,more,more,Yes,Yes,Complete
13,"Documents pre training","Strongly Agree","Strongly Agree",Agree,"Don't Know","Don't Know",Disagree,Disagree,"Don't Know",Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Complete,No,Yes,,Yes,"4 patients ever 7 day",Yes,hindi,Unchecked,Unchecked,Checked,Unchecked,,"since birth",n/a,Yes,UK,Complete,,,,,,,,,,,,"Introduce yourself  Explain how the interpretation will work  Introduce yourself to the provider  Place yourself/see yourself in an appropriate position",,"Proofread it and say it back to them, look up words if needed, use visuals","Stay professional","Be attentive to questions, provide equal interpretation on both sides","pause and rephrase, or ask the consumer or provider to rephrase","Facilitate communication and comfort between provider and patient","When the patient is extremely confused, When the provider is getting frustrated  As few times as possible","Patience  Attentiveness  Sensitive to cultural differences  Articulate/clear speaker","Protect themselves  Protect the patient  Protect the provider","the consumer and the provider","next to the consumer",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","interpretation involves deciding which language issues, cultural beliefs and consumer needs are important for the consumer and explaining them to the provider",Disagree,"Strongly agree",Disagree,Agree,Agree,Agree,"Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
13,"Documents post training","Strongly Agree","Strongly Agree","Strongly Agree",Disagree,"Strongly Disagree","Strongly Disagree",Disagree,Disagree,"Strongly Agree","Strongly Agree",Disagree,Disagree,Agree,Disagree,"Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",,,,Complete," introduce yourself  Explain confidentiality  Tell them you have to interpret everything  Ask them to speak to one another directly","Stop and remind them that you must translate everything that is said","Ask the person to rephrase, say back to them to see if you understood correctly, look up a word","Nothing  Proceed as normal and be professional","Stop them if they are speaking for too long  Ask them to speak in short sentences  Ask them to slow down  Ask them to rephrase when necessary","Stop and focus on one person and have a clarifying conversation with them before moving on","Facilitate communication between provider and consumer","Speaking too long, You don't understand a word, You need them to rephrase  As often as necessary to maintain complete and accurate interpretation","Patience  Integrity  Honesty  Neutrality","Protecting the patient  Ensuring the providers plan is understood by the patient  Protect the provider  Insurance dad a HIPAA is followed","the consumer and the provider","midway between them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for the consumer","should be ready to go when the interview starts without needing any background","the provider must reword the statement(s)","interpretation involves deciding which language issues, cultural beliefs and consumer needs are important for the consumer and explaining them to the provider",Disagree,"Strongly agree",Agree,Agree,Agree,"Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
13,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian/farsi,Yes,Yes,Yes,No,No,,Yes,Other,2hs,Checked,Checked,Unchecked,,"learning the process of interpretation and appreciating what is in it","maybe shortening the lectures and practicing more",more,more,same,more,more,Yes,Yes,Complete
14,"Documents pre training","Strongly Agree","Strongly Agree",Agree,Agree,Agree,"Don't Know","Don't Know","Don't Know",Agree,Agree,Disagree,"Strongly Disagree",Agree,"Don't Know",Disagree,Agree,"Strongly Agree",Agree,Agree,"Don't Know",Complete,No,Yes,,No,,No,"hindi  gujarati",Checked,Unchecked,Checked,Unchecked,,1,"hindi  gujarati",Yes,india,Complete,,,,,,,,,,,," introduce yourself  Confirm the language for interpreting  Asked consumer how they want to be addressed  Get permission to interpret","Trying to figure out why  Report it","Repeat  Give provider options and let them choose","try and stay neutral","Translate quickly to avoid awkward pauses","Tell them what you think and ask to restart the conversation","help communicate","Miscommunication, arguments  as less as possible","Fluency in language  Interpersonal skills","to keep interpreter neutral","they are all equally important","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the interpreter is primarily responsible for determining understanding","all these statements are true","Strongly agree",Agree,Disagree,Agree,"Strongly agree",Agree,"Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
14,"Documents post training","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree",Disagree,Disagree,"Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",,,,Complete,"Introduce  Explain  be thorough, precise, confidential, professional","Tell them anyway  Warned in the beginning  Tell the provider","Ask for clarification","Doesn't matter do it anyway","Use hand signal","ask to clarify, re-explain","bridge between physician and consumer","Too fast, don't understand, off-topic  rarely","Knowledge  Professional  Culturally competent","Standardize for difficult situations  Don't offend consumer  Facilitate communication","the consumer and the provider","midway between them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","all these statements are true",Agree,"Strongly agree","Strongly agree","Strongly agree",Disagree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
14,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,No,No,Yes,No,No,,Yes,Other,3,Checked,Checked,Unchecked,,"learn the important role of a translator/interpreter",N/A,more,more,same,,more,Yes,Yes,Complete
15,"Documents pre training",Agree,Agree,"Don't Know","Don't Know",Disagree,Agree,Disagree,"Strongly Agree",Agree,Disagree,Disagree,Disagree,Agree,"Don't Know",Agree,Agree,"Strongly Agree","Strongly Agree",Agree,"Strongly Agree",Complete,No,Yes,usually,No,,No,spanish,Unchecked,Unchecked,Unchecked,Checked,"english classes",31,spanish,Yes,chile,Complete,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,
15,"Documents post training","Strongly Agree",Agree,Agree,"Strongly Disagree","Strongly Disagree","Strongly Disagree",Disagree,Agree,"Strongly Agree","Strongly Agree",Disagree,"Strongly Disagree",Agree,Disagree,"Strongly Disagree","Strongly Agree","Strongly Agree",Agree,"Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",,,,Complete,"introduce yourself  Explain your role  Get to know a bit about their culture","Say what they said because you warned them ahead of time at the beginning, and remind them the rules  ","Interpret   Ask for re-explanation  Darling you don't understand","Get a different translator","Ask to slow down, stop or repeat  Look down  Use hand signals  Ask for shorter phrases","Stop  Have them explain what they understand and fix the gaps of knowledge","Facilitate communication between provider and consumer","Misunderstanding of what it is said  As little as possible but enough to make sure everything is accurate","People skills  Understanding situation  de-escalation  Culturally sensitive","code of ethics for all the interpreters to be on same page  Has a mission statement  Have goals to aspire for","the consumer and the provider","out of sight of them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the provider must reword the statement(s)","all these statements are true",Agree,"Strongly agree",Agree,Agree,Disagree,"Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
15,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,No,No,Yes,Yes,Yes,,Yes,"10-20 hours total",,Checked,Checked,Checked,,"Getting the tools to be a good interpreter","Medical training",more,more,more,more,more,Yes,Yes,Complete
16,"Documents pre training","Strongly Agree",Agree,Agree,"Strongly Disagree","Strongly Disagree","Don't Know","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Don't Know","Strongly Disagree","Don't Know","Strongly Agree","Don't Know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,No,No,,No,,Yes,,Unchecked,Unchecked,Unchecked,Unchecked,,,,No,,Complete,,,,,,,,,,,,"Explain what interpreter is for  Tell them you are there just as the connection between Dr. and Pt  Main relationship should be with them","Tell consumer that you are required to translate  tell provider you can't do it anymore","Go back and clarify what they meant  Dictionary","Doesn't matter  Do your job","Translate after a thought not interrupt","Ask each what they meant","Facilitate Communication with people","If you don't know what they mean don't know how to translate  rarely unless necessary","Honesty  Knowledge of language  Humility to ask questions when you don't know how to translate","Consistency  Accuracy  No misunderstanding","the consumer and the provider","midway between them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the provider must reword the statement(s)","all these statements are true","Strongly agree","Strongly agree","Strongly agree","Strongly agree",Agree,"Strongly agree",Disagree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
16,"Documents post training","Strongly Agree",Agree,Agree,Disagree,"Strongly Disagree",Disagree,Disagree,"Strongly Agree","Strongly Agree",Agree,Disagree,"Strongly Disagree","Strongly Agree","Don't Know",Agree,"Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,Complete,"Intro  Ground rules  Process of interpretation","Do it anyway  Tell them you already said so","Repeat  Clarify  Say you are unsure","Doesn't matter  Be impartial","Gesture  Friendly  Be impartial  Be slow","Tell them  Ask them to slow down","To facilitate consumer / provider communication","Conflict  Controversy  Misunderstanding  When needed","Impartial  Friendliness  Cultural awareness  Language skills","Conflict of interest  Reluctance to translate everything  Maintain no bias","they are all equally important","midway between them",escort,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","interpretation involves deciding which language issues, cultural beliefs and consumer needs are important for the consumer and explaining them to the provider",Agree,Disagree,Disagree,Agree,"Strongly disagree","Strongly disagree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
16,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,No,No,Yes,Yes,Yes,family,Yes,"5-10 hours total",,Unchecked,Unchecked,Unchecked,,"learning a lot / the role of an interpreter",none,more,more,more,more,more,Yes,Yes,Complete
17,"Documents pre training",Agree,"Strongly Agree","Strongly Agree",Disagree,"Strongly Agree",Disagree,Disagree,Agree,Agree,"Don't Know",Disagree,Disagree,Agree,"Strongly Agree",Disagree,Agree,"Strongly Agree",Agree,"Strongly Agree","Strongly Agree",Complete,No,Yes,"few things a year",No,,Yes,spanish,Unchecked,Unchecked,Checked,Unchecked,,birth,spanish,Yes,spain,Complete,,,,,,,,,,,," introduce yourself  Find out what the issue is  Tell them your role in the encounter","Confirm and not say it","Describe it  Use a dictionary  Ask them what they mean","Do your job","Let them speak then translate  Do not interrupt  Have them look at each other","Stop ask them why do they understand and relate to other person to identify the issue","Convey the patients words and meaning in the language the provider understands","You don't understand  As littlr as possible","People skills  Language skills","To provide good unbiased interpretation  For the rules to abide by","the consumer and the provider","midway between them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for the consumer","all above are correct","the interpreter must make an attempt to explain on his/her own","all these statements are true",Agree,"Strongly agree",Disagree,Agree,Agree,"Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
